word,synonyms
αβαράρω,"['διαγκωνίζομαι', 'εξωθώ', 'αμπώθω', 'αμπώχνω', 'απομακρύνω', 'απωθώ', 'σκουντώ', 'στριμώχνω', 'σπρώχνω', 'ωθώ', 'παρακινώ', 'παρορμώ', 'παροτρύνω', 'προτρέπω', 'προωθώ']"
εγγράφω,"['αναγράφω', 'γράφω', 'καταγράφω', 'καταχωρώ', 'περιγράφω']"
αβαρής,"['ελαφρός', 'ακούραστος', 'ανάλαφρος', 'άβαρος', 'άμυαλος', 'πρόθυμος']"
αβαρία,['ζημιά']
αγγρίφι,"['αγκάθι', 'βελόνα', 'βελόνι', 'αγκίδα', 'ακωκή', 'αιχμή', 'βουκέντρα', 'κεντρί', 'κέντρο', 'οσκρός', 'μύτη', 'σουβλί', 'σούβλα', 'σφήνα']"
εγγυητής,"['ανάδοχος', 'κουμπάρος', 'ονοματοθέτης', 'νουνός', 'σύντεκνος']"
αδασκάλευτος,"['ακαθοδήγητος', 'ανοδήγητος', 'ανορμήνευτος', 'ανουθέτητος', 'ασυμβούλευτος']"
αβασκάνιστος,"['αβάσκαντος', 'αμάτιαστος', 'αφτάρμιστος']"
αβασταγιά,"['βια', 'βιασύνη', 'βιάση', 'ανυπομονησία', 'εσπευσμένη ενέργεια', 'βία', 'φούρια', 'σπουδή']"
αβασταγό,['υποζύγιο']
αβασταγή,"['φορτίο', 'φόρτωμα', 'ζαλίκι']"
αβατσινάριστος,"['αδαμάλιστος', 'αβατσίνωτος', 'ανεμβολίαστος', 'αμπόλιαστος']"
αγαστός,"['αξιοθαύμαστος', 'επίφθονος', 'καταπληκτικός', 'θαυμαστός']"
αβατσίνωτος,"['αδαμάλιστος', 'αβατσινάριστος', 'ανεμβολίαστος', 'αμπόλιαστος']"
αβασάνιστος,"['ανεξέταστος', 'αταλαιπώρητος', 'απαίδευτος', 'επιπόλαιος', 'πρόχειρος']"
αβασίλευτος,"['αγέραστος', 'ανηγεμόνιστος', 'αμάραντος', 'άδυτος']"
αγγάρεμα,"['αγγαρεία', 'εξαναγκασμός', 'ανάγκαση', 'βία', 'υποχρέωση']"
αβγάτισμα,"['αύξηση', 'επαύξηση', 'επιμήκυνση', 'μεγάλωμα', 'πλεόνασμα', 'πλήθεμα', 'πολλαπλασιασμός']"
εγγύς,"['δίπλα', 'κολλητά', 'κοντά', 'ολόκοντα', 'σιμά', 'πλησίον', 'πλάι']"
αγαπημένη,"['αγαπητικιά', 'ερωμένη', 'φίλη']"
αγαπημένος,"['αγαπητικός', 'αγόρι', 'γκόμενος', 'εραστής', 'ερωμένος', 'ευνοούμενος', 'λεγάμενος', 'φίλος']"
αγαπητικιά,"['αγαπημένη', 'ερωμένη', 'φίλη']"
αγαπητικός,"['αγαπημένος', 'αγόρι', 'γκόμενος', 'εραστής', 'ερωμένος', 'ευνοούμενος', 'λεγάμενος', 'φίλος']"
αγαπησιάρης,"['αξιαγάπητος', 'αξιέραστος', 'ερωτιάρης', 'ερωτόληπτος', 'ερωτύλος', 'γυναικάς', 'φιλήδονος', 'παθιάρης']"
αγαπητός,"['εκτενές λεξικό', 'Θησαυρός', 'λογάρι', 'μέγας πλούτος', 'ταμείο', 'τιμαλφή', 'χρήματα']"
αδαπάνητος,"['αδιάθετος', 'ακατανάλωτος', 'ανεξάντλητος', 'αξόδευτος', 'αξόδιαστος']"
αδαπάνως,"['αδιαφόρετα', 'ανέξοδα', 'ανώφελα', 'δωρεάν', 'κοροϊδίστικα', 'μισοτιμής', 'φτηνά', 'τζάμπα', 'άσκοπα', 'παρασιτικά', 'πάμφθηνα', 'χαράμι', 'χάρισμα']"
αγαπώ,"['ερωτεύομαι', 'αρέσκομαι', 'επιθυμώ', 'λατρεύω', 'θέλω', 'μου αρέσει', 'τρελαίνομαι για', 'συμπαθώ', 'τέρπομαι', 'ποθώ', 'προτιμώ']"
αγαπίζω,"['αδερφώνω', 'ειρηνεύω', 'μονοιάζω', 'φιλιώνω', 'συνδιαλλάσσω', 'συμβιβάζω', 'συμφιλιώνω']"
αδείλιαστος,"['γενναίος', 'αντρείος', 'ατρόμητος', 'εύτολμος', 'απτόητος', 'λιονταρόψυχος', 'ριψοκίνδυνος', 'τολμηρός', 'άσκιαχτος', 'άφοβος', 'άτρομος']"
βγαίνω,"['αναβλύζω', 'αναβρύζω', 'βρυσίζω', 'ξεπετιέμαι', 'πηγάζω', 'χύνομαι']"
αγγίζω,"['γεύομαι', 'ακουμπώ', 'δοκιμάζω', 'θίγω', 'συγκινώ', 'πλησιάζω', 'προσεγγίζω', 'προσβάλλω', 'ψαύω', 'ψηλαφώ']"
εγγίζω,"['ακούω', 'αισθάνομαι', 'βλέπω', 'εννοώ', 'αντιλαμβάνομαι', 'γνωρίζω', 'επαΐω', 'καταλαβαίνω', 'κατανοώ', 'κρίνω ορθά', 'μαθαίνω', 'νιώθω', 'συναισθάνομαι', 'παίρνω αίσθηση', 'ψαύω']"
αδημονώ,"['αγωνιώ', 'ανησυχώ', 'αμηχανώ', 'ανυπομονώ', 'καρδιοχτυπώ']"
αδημονία,"['αβασταγιά', 'βιασύνη', 'ελπίδα', 'αναμονή', 'ανησυχία', 'ανυπομονησία', 'απαντοχή', 'καρτερία', 'λαχταρά', 'πρεμούρα', 'προσδοκία', 'προσμονή']"
αδηφαγία,"['γαστριμαργία', 'κοιλιοδουλία', 'πολυφαγία']"
αδηφάγος,"['ακόρεστος', 'ανεχόρταγος', 'ανικανοποίητος', 'αχόρταγος', 'λαίμαργος', 'φαγάς', 'άπληστος']"
αδιαγούμιστος,"['αδιάρπαστος', 'αλεηλάτητος', 'αλαφυραγώγητος', 'αλήστευτος', 'ασκύλευτος', 'ασύλητος', 'απαραβίαστος']"
αγλαΐζω,"['διακοσμώ', 'ανθρωπεύω', 'εξωραΐζω', 'ευπρεπίζω', 'καλλωπίζω', 'καλλύνω', 'κοσμώ', 'νοικοκυρεύω', 'ομορφαίνω', 'σιάχνομαι', 'συγυρίζω', 'φτιασιδώνω', 'φτιάχνομαι', 'στολίζω', 'συμμαζεύω']"
αβλαβής,"['ακέραιος', 'αθώος', 'ακίνδυνος', 'ανέγγιχτος', 'αζημίωτος', 'αζήμιος', 'απείραχτος', 'υγιής', 'σώος', 'άβλαβος', 'άβλαφτος', 'άδολος', 'άκακος', 'άθικτος']"
αγκαθερός,"['αγκαθιάρης', 'αγκαθωτός', 'αγκυλωτός', 'ακανθώδης']"
εγκαλεστής,"['ενάγων', 'κατήγορος', 'μηνυτής']"
αδιαθεσία,"['ακεφιά', 'ελαφρά αρρώστια', 'αθυμία', 'ανημποριά', 'ανορεξία', 'δυσθυμία']"
αδιαλείπτως,"['αδιάκοπα', 'αεί', 'αείποτε', 'διαρκώς', 'ακατάπαυστα', 'διηνεκώς', 'αιωνίως', 'ανέκαθεν', 'εσαεί', 'ισόβια', 'οποτεδήποτε', 'συνεχώς', 'όποτε', 'παντοτινά', 'πάντοτε']"
αγκαλιά,"['αγκάλη', 'αιδοίο', 'εσοχή', 'βάθος', 'κολεός', 'κοιλότητα', 'κοίλωμα', 'κόλπος', 'κόλπωση', 'κόρφος', 'κύρτωμα', 'μυχός', 'στήθος', 'άνοιγμα', 'όρμος']"
αγκαθιάρης,"['αγκαθερός', 'αγκαθωτός', 'αγκυλωτός', 'ακανθώδης']"
αγκαλιάζω,"['εγκολπώνομαι', 'εναγκαλίζομαι', 'ενστερνίζομαι', 'ασπάζομαι', 'κοιτάζω ολόγυρα', 'κυκλώνω', 'σφίγγω στο στήθος μου', 'περιλαμπάζω', 'περικλαδώνω', 'περισκοπώ', 'περιζώνω', 'περιπτύσσομαι', 'προστατεύω']"
εγκαλλώπισμα,"['αγλάισμα', 'δόξα', 'καμάρι', 'καυχησιά', 'καύχημα', 'κόρδα', 'κόρδωμα', 'ξεπαρμός', 'ξιπασιά', 'τιμή', 'σέμνωμα', 'περηφάνια', 'παίνεμα']"
αδιακρισία,"['γαϊδουριά', 'αγένεια', 'αναγωγία', 'απρέπεια', 'θρασύτητα', 'χοντροκοπιά', 'χυδαιότητα', 'χωριατιά']"
αδιακόσμητος,"['ακόσμητος', 'ατημέλητος', 'αστόλιστος', 'απλούμιστος', 'απλός', 'αποίκιλτος', 'απέριττος', 'λιτός']"
αγκαθωτός,"['αγκαθερός', 'αγκαθιάρης', 'αγκυλωτός', 'ακανθώδης']"
εγκαλώ,"['διαδίδω', 'διαλύω συμφωνία', 'αναγγέλλω', 'αναφέρω', 'καταγγέλλω', 'καταδίδω', 'κατηγορώ', 'κηρύττω', 'μαντατεύω', 'μηνύω']"
αδιακώλυτος,"['αδέσμευτος', 'ελεύθερος', 'ακώλυτος', 'ανεμπόδιστος', 'αμπόδιστος', 'απεριόριστος', 'απρόσκοπτος']"
εγκαθίσταμαι,"['αγκυροβολώ', 'αγκυρώνω', 'ελλιμενίζομαι', 'αραξοβολώ', 'αράζω', 'καθορμίζομαι', 'λιμενίζομαι', 'λιμενίζω', 'φουντάρω', 'στεριώνω', 'προσορμίζομαι']"
αδιαντροπιά,"['αδιακρισία', 'αθυροστομία', 'αναισχυντία', 'αναίδεια', 'αποτσιπωσιά', 'κυνισμός', 'ξεδιαντροπιά', 'ξετσιπωσιά', 'ξετσίπωμα']"
αδιανόητος,"['αλαμπουρνέζικος', 'ακαταλαβίστικος', 'ακατανόητος', 'ακατάληπτος', 'ανεξήγητος', 'ανερμήνευτος', 'γριφώδης', 'δυσεξήγητος', 'ασύλληπτος', 'ιερογλυφικός', 'κορακίστικος', 'μυστηριώδης', 'σιβυλλικός', 'σκοτεινός', 'πολύπλοκος']"
αδιαμόρφωτος,"['αδιάπλαστος', 'αμέστωτος', 'ασχημάτιστος', 'απλός', 'απέριττος', 'λιτός', 'άπλερος', 'άπλαστος']"
αδιαμέλιστος,"['αδιαμέριστος', 'αδιαίρετος', 'ακαταμέριστος', 'ακομμάτιαστος', 'ακέριος', 'ενιαίος', 'αμοίραστος', 'ατεμάχιστος', 'ατόφιος', 'μη διαιρέσιμος', 'ολάκερος', 'ολόκληρος', 'άκοπος']"
αδιαμέριστος,"['αδιαμέλιστος', 'αδιαίρετος', 'ακαταμέριστος', 'ακομμάτιαστος', 'ακέριος', 'ενιαίος', 'αμοίραστος', 'ατεμάχιστος', 'ατόφιος', 'μη διαιρέσιμος', 'ολάκερος', 'ολόκληρος', 'άκοπος']"
εγκαρτερώ,"['δε λυγίζω', 'βαστώ', 'διαρκώ', 'διατηρούμαι', 'αντιστέκομαι', 'αντέχω', 'επαρκώ', 'επιβιώνω', 'φτάνω', 'έχω αντοχή']"
εγκαταλελειμμένος,"['εγκαταλειμένος', 'απομονωμένος', 'μοναχικός', 'μοναχός', 'μόνος', 'έρημος', 'έρμος', 'παρατημένος']"
εγκαταλειμένος,"['εγκαταλελειμμένος', 'απομονωμένος', 'μοναχικός', 'μοναχός', 'μόνος', 'έρημος', 'έρμος', 'παρατημένος']"
εγκαταλείπω,"['αρνιέμαι', 'απαρνιέμαι', 'αποκηρύσσω', 'απορρίπτω', 'λησμονώ']"
εγκατεστημένος,"['αρχή', 'καθεστώς', 'κράτος', 'πολιτεία', 'πολίτευμα']"
εγκαταστάσεις,"['αφετηρία', 'βάση', 'καταυλισμός', 'ορόσημο', 'σταθμός', 'σταμάτημα', 'στάση']"
αδιευθέτητος,"['αλογάριαστος', 'αξεκαθάριστος', 'αναρίθμητος', 'ανυπολόγιστος', 'αμέτρητος', 'αρίφνητος', 'ατακτοποίητος', 'ασυλλόγιστος', 'απειροπληθής', 'απειράριθμος', 'απερίσκεπτος', 'άμετρος', 'άπειρος', 'πολυπληθής', 'πολύς']"
αδιαφορώ,"['δε σκοτίζομαι', 'δεν ενδιαφέρομαι', 'αμελώ', 'αμεριμνώ']"
αδιαφορία,"['αναλγησία', 'αναισθησία', 'αταραξία', 'ασυγκινησία', 'απάθεια', 'ηρεμία', 'νηφαλιότητα', 'φλέγμα', 'στωικότητα', 'έλλειψη πάθους', 'ψυχραιμία', 'ψυχρότητα']"
γελαστικός,"['διασκεδαστικός', 'αστείος', 'ευτράπελος', 'εύθυμος', 'κωμικός', 'φαιδρός', 'χιουμοριστικός']"
αβλαστήμητος,['άβριστος']
εγκατάλειψη,"['εκκίνηση', 'εκτίναξη', 'αθώωση', 'αφετηρία', 'αφυπηρέτηση', 'απελευθέρωση', 'απαλλαγή', 'αποστράτευση', 'απόλυση', 'ξεκίνημα', 'ρίξιμο', 'συγγνώμη', 'συγχώρηση', 'άφεση', 'παράτημα']"
αδιατάρακτη λειτουργία,"['ακρίβεια', 'εκτέλεση με προσοχή', 'εντέλεια', 'κανονικότητα', 'ορθότητα', 'φροντίδα', 'τέλειο', 'άκρα επιμέλεια', 'πιστότητα', 'ψηλή τιμή']"
αδιαφόρετα,"['αδαπάνως', 'ανέξοδα', 'ανώφελα', 'δωρεάν', 'κοροϊδίστικα', 'μισοτιμής', 'φτηνά', 'τζάμπα', 'άσκοπα', 'παρασιτικά', 'πάμφθηνα', 'χαράμι', 'χάρισμα']"
γαλατένιος,"['γαλάτος', 'καθαρός', 'λαμπρός', 'λαμπίκος', 'λευκάτος', 'λευκόχρωμος', 'κάτασπρος', 'μαρμαρένιος', 'φωτεινός', 'άμεμπτος', 'άσπιλος', 'άσπρος', 'άψογος', 'χιονάτος']"
αγκαζάρω,"['δεσμεύω', 'καπαρώνω', 'προαγοράζω']"
αδιαπαιδαγώγητος,"['αγροίκος', 'αγράμματος', 'ακαλλιέργητος', 'ακατάρτιστος', 'αμόρφωτος', 'αστοιχείωτος', 'απαίδευτος', 'κουμπούρας', 'κούτσουρο', 'σκράπας', 'στουρνάρι', 'άξεστος']"
αδιαπόρευτος,"['αδιαπέραστος', 'αδιάβατος', 'αδιάπλευστος', 'αδιέξοδος', 'δυσκολοπερπάτητος', 'απερπάτητος', 'απέραστος', 'κλειστός']"
αδιαπότιστος,"['αδιαπέραστος', 'αδιάβροχος', 'αεροστεγής', 'ερμητικός', 'ασφαλισμένος', 'κατάκλειστος', 'κλειστός', 'υδατοστεγής', 'στεγανός', 'σφραγισμένος']"
αδιαπέραστος,"['αδιαπότιστος', 'αδιάβροχος', 'αεροστεγής', 'ερμητικός', 'ασφαλισμένος', 'κατάκλειστος', 'κλειστός', 'υδατοστεγής', 'στεγανός', 'σφραγισμένος']"
αβλεψία,"['αβλέπτημα', 'απροσεξία', 'λάθος', 'παρόραμα']"
βαθαίνω,"['αγωνίζομαι', 'βουλιάζω', 'κατεβαίνω', 'κατηφορίζω', 'κατρακυλώ', 'κατέρχομαι', 'κουτρουβαλώ', 'ξεπεζεύω', 'ροβολώ', 'πεζεύω', 'προσγειώνομαι', 'προσθαλασσώνομαι', 'προσσεληνώνομαι', 'πέφτω', 'χαμηλώνω']"
αδιαίρετος,"['αδιαμέλιστος', 'αδιαμέριστος', 'ακαταμέριστος', 'ακομμάτιαστος', 'ακέριος', 'ενιαίος', 'αμοίραστος', 'ατεμάχιστος', 'ατόφιος', 'μη διαιρέσιμος', 'ολάκερος', 'ολόκληρος', 'άκοπος']"
αδικαιολόγητος,"['ανεπίτρεπτος', 'ασυγχώρητος', 'ασύγγνωστος', 'φταίχτης']"
εγκληματίας,"['βλαβερός', 'βλαπτικός', 'δολοφόνος', 'κακούργος', 'κακοποιός', 'κακοήθης', 'κλέφτης']"
αδικητής,"['αμαρτωλός', 'ανήθικος', 'κολασμένος', 'κριματισμένος', 'παραβάτης']"
δειλινό,"['δείλι', 'απομεσήμερο', 'απόγεμα', 'απόγευμα', 'απόγιομα', 'κοντοβασίλεμα', 'μερέντι', 'πρόδειπνο']"
αδικοπραγία,"['αδικία', 'αδίκημα', 'βλάβη', 'ανομία', 'ζημία', 'παράπτωμα', 'πταίσμα']"
δειλός,"['αξέβγαλτος', 'μαζεμένος', 'ντροπαλός', 'φοβητσιάρης', 'συνεσταλμένος', 'άτολμος']"
αδικώ,"['τιμωρώ άδικα', 'στρεψοδικώ', 'ζημιώνω', 'παρανομώ']"
αδικία,"['αδικοπραγία', 'αδίκημα', 'βλάβη', 'ανομία', 'ζημία', 'παράπτωμα', 'πταίσμα']"
δειλία,"['αγαμία', 'ανανδρία', 'ανικανότητα', 'ατολμία', 'αψυχιά', 'λιγοψυχιά', 'κιότεμα', 'θρασυδειλία', 'μικροψυχία']"
αεικίνητος,"['ακαταπόνητος', 'ακατάβλητος', 'ακούραστος', 'ακάθιστος', 'ακάματος', 'ενεργητικός', 'δραστήριος', 'μερμήγκι', 'ρέκτης', 'φιλόπονος', 'σκυλί', 'σφήκα', 'φίλεργος', 'άοκνος', 'χαλκέντερος']"
αγιογδύτης,"['αισχροκερδής', 'ιερόσυλος', 'κλέφτης', 'φαταούλας', 'τοκογλύφος', 'άρπαγας']"
βαθμηδόν,"['βαθμιαία', 'αγάλια', 'αβίαστα', 'εκπρόθεσμα', 'βραδέως', 'αργά', 'κρατητά', 'λίγολίγο', 'σιγανά', 'το βράδυ', 'σταδιακά', 'άνετα', 'πάρωρα', 'ήρεμα', 'ήσυχα']"
βαθμιαία,"['βαθμηδόν', 'αγάλια', 'αβίαστα', 'εκπρόθεσμα', 'βραδέως', 'αργά', 'κρατητά', 'λίγολίγο', 'σιγανά', 'το βράδυ', 'σταδιακά', 'άνετα', 'πάρωρα', 'ήρεμα', 'ήσυχα']"
γελοιοποιώ,"['διακορεύω', 'βιάζω', 'εξευτελίζω', 'ατιμάζω', 'αποπλανώ', 'κατασπιλώνω', 'κηλιδώνω', 'ξεπαρθενεύω', 'ντροπιάζω', 'ρυπαίνω', 'στιγματίζω']"
γελοιοποίηση,"['αστεϊσμός', 'κασκαρίκα', 'καζούρα', 'νίλα', 'φάρσα', 'πείραγμα']"
εγκολπώνομαι,"['αγκαλιάζω', 'εναγκαλίζομαι', 'ενστερνίζομαι', 'ασπάζομαι', 'κοιτάζω ολόγυρα', 'κυκλώνω', 'σφίγγω στο στήθος μου', 'περιλαμπάζω', 'περικλαδώνω', 'περισκοπώ', 'περιζώνω', 'περιπτύσσομαι', 'προστατεύω']"
αγκομαχώ,"['ανασαίνω δύσκολα', 'αναστενάζω βαριά', 'ασθμαίνω', 'λαχανιάζω', 'πνευστιώ', 'ψυχομαχώ', 'ψυχορραγώ', 'ψυχοπαραδίνω', 'χαροπαλεύω']"
αγκομάχημα,"['δύσπνοια', 'λαχάνιασμα', 'άσθμα', 'πνευστίαση', 'ψυχομάχημα', 'ψυχορράγημα']"
γαλουχούμαι,"['γαλουχώ', 'βυζαίνω', 'απομυζώ', 'είμαι ανήλικος', 'θηλάζω', 'μυζώ']"
γαλουχώ,"['γαλουχούμαι', 'βυζαίνω', 'απομυζώ', 'είμαι ανήλικος', 'θηλάζω', 'μυζώ']"
δεινά,"['βάσανα', 'κακουχίες', 'ταλαιπωρίες', 'συμφορές']"
δαιμόνιος,"['δαίμονας', 'διάολος', 'ανοιχτομάτης', 'ευφυής', 'αφυπνισμένος', 'ατσίδα', 'μεγαλοφυής', 'οξύνους', 'νοήμονας', 'ξυπνητός', 'ξύπνιος', 'τετραπέρατος', 'σπιρτόζος', 'έξυπνος', 'πνευματώδης']"
βαθούλωμα,"['αδηφάγος', 'βούθουνας', 'βόθρος', 'βίραγγας', 'αχόρταγος', 'αχώνι', 'καταβόθρα', 'καταποτήρας', 'λάκκος', 'οχετός', 'άπληστος', 'χούνη', 'χωνί']"
αγκούσα,"['αδημονία', 'αγωνία', 'ανησυχία', 'ανυπομονησία', 'καρδιοχτύπι', 'άγχος', 'ψυχομαχητό', 'ψυχορράγημα', 'χαροπάλεμα']"
